Order_ID,Order_Date,Region,Category,Product,Salesperson,Quantity,Unit_Price,Discount_%,Total_Sales,Cost,Profit
810,2024-06-11,South,Clothing,Shirt,Sara,8,44,15,299.2,232.93,66.27
811,2024-01-16,North,Clothing,Shoes,Meena,7,795,5,5286.75,4175.2,1111.55
812,2024-09-05,South,Clothing,Jeans,Amit,6,312,20,1497.6,913.0,584.6
813,2023-08-06,West,Electronics,Mobile,Priya,7,242,15,1439.9,872.21,567.69
814,2024-07-26,West,Furniture,Sofa,Amit,3,482,10,1301.4,720.14,581.26
815,2024-02-02,West,Electronics,Laptop,Priya,4,400,0,1600.0,801.49,798.51
816,2024-03-21,West,Furniture,Chair,Sara,1,88,0,88.0,66.53,21.47
817,2024-05-02,South,Sports,Football,Sara,7,52,0,364.0,207.51,156.49
818,2024-12-04,West,Furniture,Sofa,Amit,9,318,0,2862.0,1495.59,1366.41
819,2024-12-18,West,Beauty,Perfume,Meena,4,773,0,3092.0,2290.62,801.38
820,2024-05-15,South,Electronics,Headphones,Meena,9,312,5,2667.6,1624.42,1043.18
821,2024-08-11,East,Furniture,Sofa,Amit,4,472,10,1699.2,1055.19,644.01
822,2023-01-27,South,Clothing,Shoes,Amit,3,373,10,1007.1,784.1,223.0
823,2023-10-28,East,Electronics,Mobile,Amit,5,648,15,2754.0,2059.12,694.88
824,2024-07-13,West,Sports,Football,Priya,8,31,15,210.8,135.03,75.77
825,2023-12-10,East,Clothing,Shirt,David,2,159,5,302.1,188.66,113.44
826,2024-08-15,West,Beauty,Face Wash,Meena,4,708,20,2265.6,1280.08,985.52
827,2024-01-13,North,Beauty,Perfume,Priya,5,243,0,1215.0,876.59,338.41
828,2023-12-27,East,Furniture,Sofa,Sara,7,156,5,1037.4,590.35,447.05
829,2023-03-27,West,Beauty,Perfume,Meena,6,48,10,259.2,139.34,119.86
830,2024-05-26,South,Furniture,Sofa,Meena,9,720,5,6156.0,4303.06,1852.94
831,2023-11-23,North,Beauty,Perfume,John,9,699,15,5347.35,3296.24,2051.11
832,2023-08-05,West,Sports,Tennis Racket,John,10,686,20,5488.0,3817.82,1670.18
833,2024-10-28,North,Sports,Tennis Racket,Meena,9,930,5,7951.5,5837.45,2114.05
834,2023-11-24,North,Electronics,Mobile,David,7,49,5,325.85,233.38,92.47
835,2023-01-19,East,Furniture,Sofa,Priya,7,123,10,774.9,452.57,322.33
836,2024-04-23,East,Sports,Gym Gloves,Meena,5,634,15,2694.5,1794.97,899.53
837,2023-05-17,West,Furniture,Bed,David,8,511,5,3883.6,2496.73,1386.87
838,2024-06-17,West,Electronics,Laptop,Meena,3,721,0,2163.0,1130.59,1032.41
839,2024-04-20,North,Electronics,Headphones,John,2,133,20,212.8,167.69,45.11
840,2024-07-21,South,Clothing,Shirt,Sara,8,423,5,3214.8,2521.89,692.91
841,2024-06-06,West,Sports,Bat,Priya,4,687,5,2610.6,1810.79,799.81
842,2023-09-13,East,Electronics,Headphones,Amit,2,140,15,238.0,125.0,113.0
843,2023-09-30,North,Beauty,Perfume,Sara,7,502,20,2811.2,1741.43,1069.77
844,2023-10-30,East,Furniture,Bed,Sara,4,146,5,554.8,312.01,242.79
845,2024-04-06,West,Furniture,Table,David,4,948,0,3792.0,2022.83,1769.17
846,2023-06-26,West,Furniture,Bed,Amit,6,153,5,872.1,646.26,225.84
847,2023-07-10,East,Electronics,Mobile,Meena,2,247,5,469.3,320.99,148.31
848,2023-03-23,South,Furniture,Chair,Priya,9,145,0,1305.0,727.42,577.58
849,2024-08-01,West,Clothing,Jeans,Priya,3,766,0,2298.0,1639.28,658.72
850,2024-11-03,North,Electronics,Mobile,Priya,1,551,15,468.35,283.77,184.58
851,2024-09-11,North,Furniture,Sofa,Sara,8,491,10,3535.2,2777.31,757.89
852,2023-09-16,South,Beauty,Perfume,John,2,508,0,1016.0,728.17,287.83
853,2024-07-07,North,Beauty,Lipstick,John,7,798,15,4748.1,3145.15,1602.95
854,2023-01-17,West,Beauty,Lipstick,David,8,68,5,516.8,373.25,143.55
855,2023-07-10,North,Sports,Bat,Amit,7,255,10,1606.5,1059.94,546.56
856,2024-03-21,West,Electronics,Laptop,Priya,9,463,5,3958.65,3083.26,875.39
857,2024-04-13,East,Electronics,Laptop,Amit,2,236,15,401.2,314.28,86.92
858,2023-01-29,South,Beauty,Face Wash,David,1,375,15,318.75,175.18,143.57
859,2024-09-23,East,Furniture,Sofa,Sara,6,939,10,5070.6,3123.39,1947.21
860,2024-07-14,West,Electronics,Headphones,John,7,903,0,6321.0,4047.34,2273.66
861,2023-04-10,South,Clothing,Jeans,John,2,893,20,1428.8,895.51,533.29
862,2023-09-26,East,Clothing,Shirt,Priya,7,233,15,1386.35,913.62,472.73
863,2024-07-14,East,Electronics,Headphones,Meena,2,945,0,1890.0,1197.46,692.54
864,2024-09-06,South,Electronics,Mobile,Amit,7,775,20,4340.0,2185.67,2154.33
865,2024-03-20,South,Electronics,Mobile,Priya,5,743,0,3715.0,2271.22,1443.78
866,2024-07-14,North,Electronics,Tablet,Priya,8,318,20,2035.2,1220.39,814.81
867,2023-06-12,South,Sports,Gym Gloves,John,10,46,10,414.0,273.88,140.12
868,2023-03-02,West,Furniture,Bed,John,3,841,0,2523.0,1592.42,930.58
869,2023-02-26,North,Furniture,Table,Priya,8,42,10,302.4,157.9,144.5
870,2023-05-17,North,Furniture,Chair,Meena,1,305,15,259.25,173.8,85.45
871,2023-05-06,East,Sports,Tennis Racket,Sara,3,830,5,2365.5,1864.77,500.73
872,2024-04-14,South,Furniture,Sofa,Amit,5,54,15,229.5,129.52,99.98
873,2024-10-18,East,Electronics,Mobile,Meena,9,864,5,7387.2,4657.95,2729.25
874,2023-02-17,South,Sports,Tennis Racket,Sara,1,37,0,37.0,20.16,16.84
875,2023-09-12,West,Electronics,Mobile,David,7,428,10,2696.4,1883.89,812.51
876,2024-10-31,North,Beauty,Face Wash,Priya,7,518,10,3263.4,2113.5,1149.9
877,2023-09-27,South,Electronics,Tablet,John,9,42,0,378.0,248.18,129.82
878,2023-03-28,South,Beauty,Face Wash,Priya,10,762,5,7239.0,4196.53,3042.47
879,2023-09-08,North,Clothing,Jeans,Amit,8,513,20,3283.2,2179.81,1103.39
880,2023-02-03,North,Beauty,Perfume,Meena,5,823,5,3909.25,2289.51,1619.74
881,2024-06-26,North,Clothing,Shirt,Priya,6,628,15,3202.8,2482.04,720.76
882,2023-09-08,East,Furniture,Bed,Amit,5,509,10,2290.5,1244.94,1045.56
883,2024-04-25,East,Clothing,Shoes,Priya,1,492,5,467.4,369.32,98.08
884,2024-03-10,East,Electronics,Laptop,Sara,10,370,20,2960.0,1974.01,985.99
885,2023-01-11,East,Beauty,Face Wash,David,4,525,20,1680.0,931.82,748.18
886,2024-01-14,East,Beauty,Moisturizer,John,9,874,5,7472.7,4653.62,2819.08
887,2023-05-16,North,Clothing,Shirt,Sara,10,152,0,1520.0,992.82,527.18
888,2024-06-01,West,Electronics,Mobile,Meena,2,528,15,897.6,501.12,396.48
889,2023-03-10,South,Sports,Tennis Racket,David,5,76,10,342.0,264.51,77.49
890,2024-03-23,South,Furniture,Bed,Meena,2,642,0,1284.0,977.72,306.28
891,2023-12-28,South,Furniture,Chair,John,1,909,15,772.65,401.7,370.95
892,2024-11-27,East,Sports,Tennis Racket,Meena,6,639,15,3258.9,1689.67,1569.23
893,2023-12-06,East,Beauty,Lipstick,Amit,9,489,15,3740.85,2566.64,1174.21
894,2023-02-20,West,Clothing,Shoes,David,2,368,20,588.8,352.79,236.01
895,2023-12-12,South,Clothing,Shirt,Meena,6,268,10,1447.2,1047.96,399.24
896,2024-02-24,South,Electronics,Mobile,Priya,9,22,15,168.3,126.92,41.38
897,2023-06-30,North,Clothing,Jacket,Meena,10,192,10,1728.0,1214.64,513.36
898,2023-08-30,West,Beauty,Lipstick,John,9,238,5,2034.9,1105.43,929.47
899,2024-04-22,East,Clothing,Jeans,Priya,3,41,10,110.7,76.67,34.03
900,2024-08-25,North,Beauty,Lipstick,David,8,802,10,5774.4,4475.14,1299.26
901,2023-06-21,South,Electronics,Laptop,Priya,9,509,5,4351.95,2344.76,2007.19
902,2023-07-18,South,Sports,Bat,Priya,5,357,0,1785.0,1049.52,735.48
903,2024-09-23,North,Electronics,Tablet,Amit,6,698,20,3350.4,2272.27,1078.13
904,2024-07-31,South,Beauty,Perfume,Amit,4,99,5,376.2,266.95,109.25
905,2024-12-10,North,Furniture,Table,Amit,4,374,5,1421.2,993.61,427.59
906,2024-06-23,West,Sports,Gym Gloves,Priya,3,650,10,1755.0,1048.04,706.96
907,2023-03-05,South,Beauty,Lipstick,Priya,2,190,20,304.0,211.73,92.27
908,2024-08-05,West,Beauty,Lipstick,David,6,406,20,1948.8,1424.6,524.2
909,2024-03-29,South,Furniture,Table,Amit,1,800,15,680.0,345.5,334.5
910,2024-06-08,West,Sports,Gym Gloves,David,6,388,15,1978.8,1482.24,496.56
911,2023-10-10,South,Furniture,Bed,Amit,7,672,10,4233.6,2195.78,2037.82
912,2024-02-04,East,Sports,Tennis Racket,Amit,3,298,10,804.6,634.48,170.12
913,2023-10-24,East,Beauty,Lipstick,Priya,10,618,15,5253.0,3733.08,1519.92
914,2023-10-03,South,Clothing,Shoes,Sara,1,423,20,338.4,175.38,163.02
915,2023-05-18,West,Clothing,Shirt,John,2,194,20,310.4,206.93,103.47
916,2023-01-19,North,Sports,Football,Meena,7,388,15,2308.6,1620.47,688.13
917,2024-12-24,East,Beauty,Perfume,John,7,223,20,1248.8,757.41,491.39
918,2024-02-02,North,Beauty,Moisturizer,Sara,6,165,15,841.5,589.64,251.86
919,2023-10-31,North,Clothing,Jeans,Amit,7,99,0,693.0,548.18,144.82
920,2024-01-29,South,Sports,Tennis Racket,David,3,517,10,1395.9,971.07,424.83
921,2023-07-10,East,Furniture,Chair,Priya,8,188,0,1504.0,1079.3,424.7
922,2023-09-27,South,Sports,Football,Priya,9,93,0,837.0,537.16,299.84
923,2023-08-05,South,Beauty,Lipstick,David,9,711,20,5119.2,2853.34,2265.86
924,2024-11-10,West,Sports,Gym Gloves,Sara,5,482,10,2169.0,1196.15,972.85
925,2023-03-22,North,Furniture,Sofa,David,6,464,15,2366.4,1458.93,907.47
926,2023-04-22,South,Sports,Football,Sara,6,513,5,2924.1,1515.52,1408.58
927,2023-10-25,East,Electronics,Headphones,Amit,6,336,10,1814.4,1233.83,580.57
928,2023-03-22,West,Beauty,Lipstick,Amit,9,463,5,3958.65,2648.79,1309.86
929,2024-05-05,North,Furniture,Bed,Amit,6,357,5,2034.9,1104.07,930.83
930,2023-07-07,East,Beauty,Face Wash,Meena,5,50,10,225.0,113.82,111.18
931,2024-11-20,West,Clothing,Jeans,John,8,478,5,3632.8,2778.03,854.77
932,2023-07-17,North,Clothing,Shirt,Priya,1,85,20,68.0,47.87,20.13
933,2024-08-22,North,Clothing,Shirt,David,1,632,0,632.0,464.59,167.41
934,2023-05-10,South,Sports,Tennis Racket,Amit,5,807,5,3833.25,2304.76,1528.49
935,2024-12-08,East,Electronics,Laptop,John,5,408,10,1836.0,1149.66,686.34
936,2024-08-27,South,Sports,Football,Priya,10,828,10,7452.0,4370.86,3081.14
937,2024-08-05,West,Electronics,Headphones,Priya,2,214,5,406.6,291.62,114.98
938,2023-11-17,South,Beauty,Moisturizer,John,1,973,10,875.7,531.74,343.96
939,2023-12-24,West,Electronics,Tablet,Meena,6,799,5,4554.3,2362.5,2191.8
940,2024-10-16,West,Clothing,Jeans,Priya,9,536,5,4582.8,3363.47,1219.33
941,2023-04-22,East,Electronics,Mobile,David,5,848,15,3604.0,2327.07,1276.93
942,2024-04-20,West,Electronics,Laptop,Amit,8,181,15,1230.8,890.44,340.36
943,2024-05-02,South,Sports,Football,Priya,3,843,5,2402.55,1278.06,1124.49
944,2023-05-21,East,Furniture,Bed,Priya,2,30,20,48.0,33.51,14.49
945,2023-06-25,South,Clothing,Jacket,Meena,1,971,5,922.45,703.1,219.35
946,2023-09-12,South,Furniture,Bed,Sara,5,684,15,2907.0,2248.14,658.86
947,2023-05-16,East,Beauty,Face Wash,Priya,5,420,10,1890.0,1498.16,391.84
948,2023-11-07,East,Electronics,Mobile,Meena,7,10,5,66.5,36.42,30.08
949,2023-05-30,East,Clothing,Shirt,John,4,11,10,39.6,24.8,14.8
950,2024-10-31,South,Beauty,Perfume,John,9,951,15,7275.15,4863.62,2411.53
951,2023-09-22,West,Sports,Gym Gloves,Meena,8,862,20,5516.8,3007.56,2509.24
952,2023-09-25,East,Beauty,Lipstick,Meena,2,855,0,1710.0,1362.5,347.5
953,2024-01-25,North,Clothing,Shoes,Meena,7,211,20,1181.6,816.94,364.66
954,2024-09-23,East,Clothing,Shoes,Meena,5,807,20,3228.0,1871.03,1356.97
955,2023-05-12,North,Sports,Gym Gloves,Sara,8,997,20,6380.8,3231.69,3149.11
956,2023-06-14,South,Clothing,Jacket,Sara,5,988,0,4940.0,2614.28,2325.72
957,2024-05-21,East,Beauty,Perfume,Amit,10,194,15,1649.0,976.3,672.7
958,2023-07-17,West,Beauty,Perfume,John,3,156,5,444.6,350.1,94.5
959,2023-05-28,West,Sports,Tennis Racket,Priya,1,175,0,175.0,109.41,65.59
960,2024-04-25,North,Beauty,Face Wash,Amit,7,436,10,2746.8,1397.4,1349.4
961,2023-12-31,South,Electronics,Headphones,David,2,879,15,1494.3,890.75,603.55
962,2024-06-30,South,Sports,Gym Gloves,David,3,760,0,2280.0,1699.76,580.24
963,2023-12-21,North,Beauty,Face Wash,Amit,1,636,5,604.2,400.32,203.88
964,2023-10-03,West,Clothing,Shirt,Amit,10,479,10,4311.0,2857.42,1453.58
965,2023-02-19,West,Clothing,Shoes,Sara,6,157,20,753.6,524.79,228.81
966,2023-11-21,South,Sports,Tennis Racket,David,7,609,15,3623.55,1928.52,1695.03
967,2023-07-19,South,Beauty,Face Wash,Amit,6,989,10,5340.6,2799.3,2541.3
968,2023-01-17,South,Electronics,Tablet,John,8,787,5,5981.2,4502.05,1479.15
969,2023-03-11,South,Clothing,Shoes,Sara,10,168,20,1344.0,1033.88,310.12
970,2024-10-01,South,Clothing,Shoes,Meena,3,619,15,1578.45,892.38,686.07
971,2024-10-29,East,Clothing,Jeans,Amit,3,521,5,1484.85,766.05,718.8
972,2024-09-03,South,Electronics,Headphones,David,2,260,15,442.0,327.72,114.28
973,2024-05-14,West,Clothing,Jacket,Amit,2,630,20,1008.0,594.51,413.49
974,2023-03-13,East,Clothing,Jeans,Sara,5,509,15,2163.25,1668.36,494.89
975,2023-01-29,West,Clothing,Shirt,Priya,3,309,20,741.6,591.72,149.88
976,2023-02-17,South,Beauty,Face Wash,Priya,7,30,20,168.0,132.94,35.06
977,2023-06-03,East,Furniture,Bed,Meena,1,272,10,244.8,191.21,53.59
978,2023-11-11,West,Electronics,Laptop,Priya,4,296,5,1124.8,723.79,401.01
979,2023-03-31,East,Clothing,Jeans,Meena,2,899,10,1618.2,1068.51,549.69
980,2023-11-17,South,Sports,Bat,Meena,7,181,10,1140.3,876.12,264.18
981,2024-11-16,South,Beauty,Perfume,John,6,573,5,3266.1,2312.94,953.16
982,2023-07-25,North,Electronics,Mobile,John,1,641,10,576.9,344.49,232.41
983,2023-11-11,North,Electronics,Laptop,Sara,3,449,15,1144.95,737.07,407.88
984,2023-03-27,South,Electronics,Tablet,Priya,4,728,5,2766.4,1569.46,1196.94
985,2024-05-25,East,Sports,Tennis Racket,John,7,222,20,1243.2,929.37,313.83
986,2023-07-14,West,Electronics,Headphones,Priya,2,158,15,268.6,186.99,81.61
987,2024-02-25,West,Sports,Football,Meena,4,746,10,2685.6,1716.61,968.99
988,2024-03-09,West,Beauty,Moisturizer,David,9,923,20,6645.6,3397.26,3248.34
989,2024-05-18,West,Furniture,Table,Meena,6,597,0,3582.0,2194.01,1387.99
990,2024-04-25,North,Beauty,Moisturizer,John,5,792,20,3168.0,2066.46,1101.54
991,2024-05-29,West,Beauty,Face Wash,Sara,10,324,15,2754.0,2199.01,554.99
992,2023-10-20,West,Electronics,Tablet,Amit,9,59,0,531.0,393.49,137.51
993,2024-07-03,East,Beauty,Perfume,Amit,8,367,15,2495.6,1756.16,739.44
994,2023-11-15,West,Sports,Gym Gloves,David,6,923,15,4707.3,2746.56,1960.74
995,2024-05-10,South,Clothing,Shirt,David,6,492,20,2361.6,1520.39,841.21
996,2023-08-02,South,Clothing,Shoes,John,4,91,5,345.8,245.04,100.76
997,2024-05-20,West,Beauty,Face Wash,Sara,9,722,0,6498.0,3301.3,3196.7
998,2023-09-07,East,Clothing,Shoes,John,9,532,0,4788.0,2981.79,1806.21
999,2023-02-10,North,Furniture,Sofa,Sara,8,385,15,2618.0,1440.56,1177.44
1000,2023-09-21,South,Electronics,Laptop,Priya,6,691,10,3731.4,2613.69,1117.71
1001,2023-11-07,North,Beauty,Perfume,John,10,475,15,4037.5,2964.99,1072.51
1002,2024-09-02,North,Clothing,Jacket,Priya,7,759,20,4250.4,2713.43,1536.97
1003,2023-09-03,East,Electronics,Tablet,Meena,7,788,0,5516.0,3603.74,1912.26
1004,2023-05-21,South,Furniture,Sofa,Meena,1,579,0,579.0,315.13,263.87
1005,2023-09-03,West,Beauty,Lipstick,Amit,9,885,20,6372.0,3639.79,2732.21
1006,2024-10-28,North,Clothing,Shoes,Sara,9,34,10,275.4,206.51,68.89
1007,2023-05-12,South,Sports,Football,Amit,8,856,10,6163.2,4129.0,2034.2
1008,2023-03-19,South,Sports,Gym Gloves,Meena,9,359,10,2907.9,1973.25,934.65
1009,2024-09-29,South,Beauty,Moisturizer,John,2,903,5,1715.7,865.52,850.18
1010,2024-01-19,West,Furniture,Table,John,7,212,0,1484.0,878.09,605.91
1011,2024-09-23,South,Electronics,Laptop,Amit,4,739,20,2364.8,1290.25,1074.55
1012,2024-06-15,East,Beauty,Moisturizer,Amit,6,89,10,480.6,303.2,177.4
1013,2023-01-16,East,Beauty,Moisturizer,John,9,892,15,6823.8,3418.67,3405.13
1014,2024-05-30,South,Clothing,Shoes,Meena,3,840,0,2520.0,1367.3,1152.7
1015,2023-03-10,South,Clothing,Shirt,Amit,6,330,0,1980.0,1027.12,952.88
1016,2024-01-05,West,Electronics,Tablet,Priya,7,450,15,2677.5,1341.94,1335.56
1017,2023-09-23,North,Furniture,Table,John,5,913,10,4108.5,2789.84,1318.66
1018,2024-03-23,North,Beauty,Perfume,John,5,525,10,2362.5,1707.57,654.93
1019,2023-02-27,East,Sports,Tennis Racket,Meena,6,747,5,4257.9,2900.0,1357.9
1020,2023-02-23,East,Furniture,Chair,Meena,3,705,20,1692.0,1295.46,396.54
1021,2024-03-07,East,Beauty,Moisturizer,Sara,5,41,5,194.75,139.14,55.61
1022,2024-10-09,East,Furniture,Bed,Amit,10,162,20,1296.0,670.31,625.69
1023,2023-11-09,North,Beauty,Lipstick,Sara,4,174,15,591.6,443.7,147.9
1024,2023-01-20,West,Sports,Bat,Meena,1,459,5,436.05,286.75,149.3
1025,2023-03-05,East,Furniture,Sofa,Sara,10,546,10,4914.0,2497.78,2416.22
1026,2024-08-13,South,Furniture,Chair,David,1,48,5,45.6,33.23,12.37
1027,2024-07-12,South,Sports,Tennis Racket,Priya,1,573,20,458.4,318.19,140.21
1028,2023-02-28,North,Sports,Bat,David,7,784,15,4664.8,2639.34,2025.46
1029,2023-01-18,East,Furniture,Table,Amit,4,674,15,2291.6,1320.65,970.95
1030,2024-12-25,East,Beauty,Face Wash,Sara,4,569,10,2048.4,1540.25,508.15
1031,2023-01-26,North,Clothing,Shirt,Amit,5,813,20,3252.0,2475.03,776.97
1032,2024-11-14,South,Furniture,Sofa,Meena,2,846,10,1522.8,1066.46,456.34
1033,2023-07-24,South,Sports,Bat,Priya,6,890,15,4539.0,3275.35,1263.65
1034,2024-05-12,West,Clothing,Jacket,Meena,7,653,10,4113.9,2885.57,1228.33
1035,2023-01-03,South,Beauty,Lipstick,Meena,5,517,0,2585.0,1977.61,607.39
1036,2023-08-19,West,Sports,Football,Priya,3,478,10,1290.6,729.52,561.08
1037,2023-10-17,East,Electronics,Laptop,Priya,10,875,5,8312.5,6616.15,1696.35
1038,2023-12-19,South,Sports,Football,Meena,8,872,20,5580.8,2986.52,2594.28
1039,2024-01-22,South,Electronics,Tablet,John,8,793,0,6344.0,4051.13,2292.87
1040,2024-03-22,East,Furniture,Table,Amit,2,578,20,924.8,729.34,195.46
1041,2023-11-25,East,Clothing,Jeans,Priya,9,38,0,342.0,253.56,88.44
1042,2023-04-03,West,Sports,Gym Gloves,John,4,406,15,1380.4,849.62,530.78
1043,2024-08-23,South,Electronics,Laptop,Amit,7,489,10,3080.7,1607.0,1473.7
1044,2024-08-11,West,Beauty,Moisturizer,Meena,7,421,15,2504.95,1945.27,559.68
1045,2024-09-18,North,Beauty,Face Wash,Meena,9,946,0,8514.0,6692.05,1821.95
1046,2024-08-11,West,Clothing,Shirt,Sara,8,732,5,5563.2,4056.01,1507.19
1047,2023-07-16,South,Sports,Football,Sara,1,772,15,656.2,460.0,196.2
1048,2024-03-05,South,Electronics,Tablet,Sara,5,530,0,2650.0,1738.26,911.74
1049,2023-12-15,East,Beauty,Perfume,Sara,6,572,15,2917.2,1976.18,941.02
1050,2024-02-26,West,Furniture,Table,Priya,9,719,15,5500.35,4223.42,1276.93
1051,2023-05-01,West,Clothing,Jacket,Sara,9,311,15,2379.15,1669.75,709.4
1052,2024-08-01,North,Beauty,Perfume,John,2,996,10,1792.8,1066.08,726.72
1053,2023-06-23,South,Beauty,Perfume,Priya,9,387,15,2960.55,1889.89,1070.66
1054,2023-09-30,North,Beauty,Perfume,Priya,4,797,10,2869.2,1975.46,893.74
1055,2024-04-27,North,Clothing,Jeans,Sara,4,175,20,560.0,410.02,149.98
1056,2024-04-20,East,Clothing,Shirt,Amit,10,280,5,2660.0,1970.11,689.89
1057,2024-01-29,East,Clothing,Jeans,John,4,542,20,1734.4,1357.77,376.63
1058,2024-02-06,North,Clothing,Shirt,David,2,712,0,1424.0,928.28,495.72
1059,2024-07-23,West,Electronics,Mobile,Sara,6,343,20,1646.4,1103.55,542.85
1060,2023-07-07,North,Electronics,Laptop,John,4,54,0,216.0,159.09,56.91
1061,2024-06-09,East,Beauty,Lipstick,John,7,852,15,5069.4,3496.52,1572.88
1062,2024-11-08,East,Clothing,Shirt,Amit,6,949,20,4555.2,2773.85,1781.35
1063,2023-08-19,East,Electronics,Mobile,John,10,608,5,5776.0,3532.27,2243.73
1064,2024-10-10,North,Furniture,Bed,David,7,85,10,535.5,405.11,130.39
1065,2024-04-04,North,Sports,Bat,Sara,2,928,10,1670.4,865.38,805.02
1066,2024-01-13,North,Sports,Gym Gloves,Sara,7,846,15,5033.7,3786.97,1246.73
1067,2023-06-08,East,Sports,Bat,John,9,227,15,1736.55,1214.85,521.7
1068,2023-08-05,South,Beauty,Perfume,Meena,8,654,20,4185.6,2427.62,1757.98
1069,2024-11-29,West,Electronics,Laptop,John,2,383,15,651.1,374.35,276.75
1070,2023-04-26,South,Furniture,Table,John,9,408,20,2937.6,2348.27,589.33
1071,2023-07-07,West,Clothing,Shirt,Amit,8,238,10,1713.6,871.3,842.3
1072,2023-06-15,East,Clothing,Jacket,Meena,9,507,15,3878.55,2901.63,976.92
1073,2024-02-10,West,Sports,Gym Gloves,David,5,96,15,408.0,253.48,154.52
1074,2023-11-01,North,Clothing,Shirt,Meena,9,360,10,2916.0,1781.36,1134.64
1075,2023-05-23,West,Furniture,Sofa,Priya,3,416,15,1060.8,764.28,296.52
1076,2023-01-10,East,Sports,Gym Gloves,Amit,6,171,0,1026.0,815.46,210.54
1077,2023-05-31,West,Clothing,Jacket,Amit,4,649,10,2336.4,1177.77,1158.63
1078,2024-04-28,West,Beauty,Perfume,John,4,374,10,1346.4,760.82,585.58
1079,2024-06-08,West,Furniture,Bed,Priya,1,600,15,510.0,337.0,173.0
1080,2023-05-20,West,Electronics,Tablet,John,5,592,15,2516.0,1529.0,987.0
1081,2024-03-06,South,Beauty,Moisturizer,David,8,613,0,4904.0,2926.91,1977.09
1082,2024-02-12,East,Electronics,Tablet,Sara,6,415,20,1992.0,1043.35,948.65
1083,2024-02-17,East,Beauty,Face Wash,John,3,391,15,997.05,784.76,212.29
1084,2024-03-13,North,Beauty,Moisturizer,David,5,483,20,1932.0,1354.08,577.92
1085,2024-12-05,South,Electronics,Headphones,Meena,5,551,5,2617.25,1553.51,1063.74
1086,2024-01-05,West,Beauty,Perfume,Sara,7,259,0,1813.0,1219.6,593.4
1087,2023-06-18,West,Furniture,Table,Sara,7,547,5,3637.55,2465.16,1172.39
1088,2024-12-15,East,Electronics,Laptop,Sara,2,558,10,1004.4,521.44,482.96
1089,2023-05-23,West,Clothing,Shirt,John,5,745,0,3725.0,2691.0,1034.0
1090,2023-04-21,West,Furniture,Table,Meena,2,142,10,255.6,169.19,86.41
1091,2024-01-06,North,Sports,Gym Gloves,John,10,390,15,3315.0,2619.26,695.74
1092,2023-08-07,South,Beauty,Moisturizer,Amit,4,546,20,1747.2,1193.53,553.67
1093,2023-08-02,East,Electronics,Headphones,Amit,7,91,5,605.15,459.65,145.5
1094,2023-03-03,West,Electronics,Laptop,John,7,462,20,2587.2,1964.4,622.8
1095,2024-06-23,West,Beauty,Perfume,John,10,20,5,190.0,140.18,49.82
1096,2023-02-22,North,Clothing,Jeans,Priya,2,128,15,217.6,154.84,62.76
1097,2023-06-24,West,Clothing,Shirt,John,1,124,15,105.4,81.84,23.56
1098,2023-01-20,South,Sports,Gym Gloves,John,9,102,20,734.4,574.7,159.7
1099,2023-09-28,East,Clothing,Shirt,John,8,502,0,4016.0,3144.58,871.42
1100,2024-04-03,South,Sports,Football,Amit,10,543,20,4344.0,3000.05,1343.95
1101,2023-01-10,South,Beauty,Moisturizer,Priya,5,456,15,1938.0,1546.62,391.38
1102,2024-09-15,West,Electronics,Tablet,Amit,10,394,0,3940.0,3012.86,927.14
1103,2023-04-13,North,Electronics,Tablet,Sara,1,941,0,941.0,738.39,202.61
1104,2024-09-26,East,Electronics,Mobile,Sara,10,372,0,3720.0,2719.93,1000.07
1105,2024-07-23,North,Clothing,Jacket,Sara,10,438,20,3504.0,2699.86,804.14
1106,2024-10-11,West,Beauty,Lipstick,Sara,1,886,5,841.7,658.0,183.7
1107,2023-02-16,West,Beauty,Lipstick,Meena,10,65,5,617.5,402.87,214.63
1108,2024-07-28,East,Clothing,Shirt,Meena,6,580,10,3132.0,2490.03,641.97
1109,2023-07-29,South,Sports,Football,Meena,5,392,5,1862.0,1002.34,859.66
1110,2023-02-11,East,Furniture,Table,David,1,221,15,187.85,94.24,93.61
1111,2024-01-08,East,Sports,Gym Gloves,David,9,503,20,3621.6,2891.63,729.97
1112,2023-04-04,West,Beauty,Perfume,Priya,10,859,20,6872.0,4588.16,2283.84
1113,2024-03-02,West,Beauty,Moisturizer,Meena,6,512,15,2611.2,1871.98,739.22
1114,2023-06-26,East,Clothing,Shoes,David,4,160,20,512.0,275.22,236.78
1115,2023-12-04,North,Furniture,Table,Sara,10,195,15,1657.5,1047.1,610.4
1116,2023-03-11,South,Clothing,Jeans,Amit,1,842,10,757.8,501.51,256.29
1117,2024-03-28,West,Furniture,Table,Meena,5,92,0,460.0,340.85,119.15
1118,2024-02-19,North,Sports,Football,Sara,1,936,20,748.8,532.62,216.18
1119,2024-03-06,East,Electronics,Laptop,John,3,587,0,1761.0,1379.19,381.81
1120,2023-01-09,East,Sports,Tennis Racket,Sara,3,819,20,1965.6,1492.98,472.62
1121,2023-08-14,North,Beauty,Perfume,Priya,2,772,0,1544.0,1125.29,418.71
1122,2023-03-03,East,Clothing,Jacket,David,1,759,15,645.15,375.35,269.8
